,Rooms,Price,Distance,Postcode,Bathroom,Car,Landsize,Propertycount,Distancia_NEW,Longtitude,Lattitude,Location_TRA,BathsAndRooms
14956,3,1500000,17.3,3193,2,2,594,5366,14.599158778221,145.04525,-37.97383,3.81961076878471,4.25912635799569
14957,3,1435000,11.4,3204,3,2,307,6795,8.30294905532187,145.04927,-37.91648,3.82549408594891,1.70499345780674
14958,2,592000,13.8,3165,1,1,121,10969,8.2008623153155,145.07139,-37.91051,3.82667998926946,1.705199299779
14959,3,900000,13.8,3165,2,2,264,10969,8.47264369889798,145.076,-37.91155,3.826696613565,6.79727355157851
14960,4,1780000,13.8,3165,2,2,577,10969,8.26393360283527,145.05899,-37.9145,3.82595023012304,3.11260644230995
14961,3,1260000,13.8,3165,2,2,669,10969,8.78748404522671,145.08065,-37.91289,3.82668401169101,2.34058814805886
14962,3,620000,35.2,3806,1,2,792,17093,34.2279030395212,145.33886,-38.03517,3.82117024848318,3.22712485418914
14963,2,600000,17.3,3193,1,1,0,2866,15.168086232641,145.0175,-37.97853,3.8184074001811,4.62670839725222
14964,3,1215000,17.3,3193,2,2,314,2866,14.552798210645,145.01648,-37.97287,3.81894968697388,3.14963552143056
14965,2,615000,13.4,3130,1,1,3316,4387,9.72253320834225,145.14444,-37.8321,3.83654198418803,3.91999600787959
14966,3,790000,25,3155,1,2,868,9704,19.4539085212032,145.25475,-37.85981,3.83664762184491,4.80332131928763
14967,4,770000,25,3155,2,2,723,9704,22.9044194699018,145.29493,-37.8476,3.83894698739154,3.1136058362934
14968,4,1831000,10.9,3128,1,1,662,4605,8.82526841829951,145.13089,-37.81995,3.83741623138053,2.96860287175995
14969,3,800000,8.6,3019,1,2,591,3589,17.8238922019897,144.84803,-37.78062,3.83392411241531,4.06457597430151
14970,3,381500,8.6,3019,1,1,1196.1,3589,4.05833955884121,145.034139,-37.809733,3.83567938066413,3.25731435789139
14971,2,845000,10.5,3186,1,1,100,10579,6.6925767088631,144.99881,-37.89569,3.8262612450123,4.91925489318935
14972,1,495000,10.5,3186,1,1,0,10579,9.15972993317893,144.99297,-37.91814,3.82384183401401,2.53693278457517
14973,2,760000,10.5,3186,1,1,138,10579,9.62143051294748,145.00277,-37.92545,3.82336320333707,3.00319341294985
14974,3,1240000,10.5,3186,2,2,206,10579,9.97674668618821,145.00341,-37.92894,3.82302827339757,7.21662359062617
14975,2,950000,10.3,3187,1,1,393.3,6938,5.32183157556376,145.014817,-37.884343,3.82746535652894,8.92174385394581
14976,3,470000,14,3047,1,2,473.3,4294,6.35527534679249,145.028944,-37.802664,3.83605199214575,3.68488637529262
14977,3,586000,14,3047,1,1,677,4294,19.1787869648007,144.92653,-37.69265,3.84495465296285,2.67490342469871
14978,4,706000,14,3047,1,4,752,4294,21.2768767048202,144.91435,-37.67641,3.84628869894982,3.55860117939053
14979,3,550000,14,3047,2,1,602,4294,19.0965770962255,144.93499,-37.68983,3.84546680099114,5.92622337158945
14980,4,456000,29.8,3338,2,2,576,3122,46.2893259633781,144.54532,-37.69104,3.83500481812123,7.10761346884246
14981,2,555000,6.4,3012,2,1,207,962,17.1154652275121,144.84245,-37.82001,3.82978349291817,6.192417523717
14982,2,650000,5.2,3056,1,1,108,11918,11.1451290820209,144.96824,-37.75715,3.83949106328205,3.83892785400473
14983,4,1080000,5.2,3056,2,0,256,11918,10.0728623723371,144.96848,-37.76861,3.83833241413968,4.52782658168206
14984,2,725000,5.2,3056,1,1,114.1,11918,4.83418887414779,145.014579,-37.804644,3.83612142353414,3.98946390833015
14985,2,620000,4,3057,1,1,123,5533,8.90637908934798,144.97404,-37.7784,3.83748491201321,3.14826319800192
14986,2,683000,4,3057,1,1,0,5533,8.92170105897908,144.97412,-37.77818,3.83750937710604,5.5117777575589
14987,2,501000,4,3057,1,1,71,5533,9.43743610890313,144.97557,-37.77169,3.83820713343777,2.90369133216429
14988,2,615000,4,3057,1,1,0,5533,8.66030726976625,144.97797,-37.77887,3.83754119697069,8.58264123830536
14989,2,1220000,4,3057,1,1,459,5533,9.59183282800091,144.98204,-37.76695,3.83886016742151,4.46118211865975
14990,2,1150000,5.2,3055,1,1,539,7082,11.3412790105181,144.94069,-37.77279,3.8371719430839,11.4295002285984
14991,1,328000,5.2,3055,1,1,743.1,7082,11.5017024246226,144.94442,-37.76774,3.83778378054922,10.4046663918374
14992,2,400000,5.2,3055,2,1,0,7082,13.4322398491855,144.9336,-37.75201,3.83909624944473,5.20318699238197
14993,3,773500,12.1,3083,1,2,500,10175,8.36191122062482,145.104507,-37.813161,3.83767298814213,6.31195051548336
14994,3,1750500,10.4,3125,1,2,719,5678,8.4872439880121,145.13054,-37.85156,3.83420234199066,8.77620760005055
14995,3,835000,14.7,3151,2,2,347,4048,10.6643243320595,145.15512,-37.85377,3.83462783231366,3.77563500502283
14996,3,640000,14.8,3023,2,2,316,2674,23.5276702003704,144.78847,-37.76048,3.83439167086859,5.00856718153039
14997,3,1280000,7.7,3124,2,2,186,8920,4.60254974241625,145.08705,-37.84143,3.8340794732123,3.00011125328254
14998,5,2400000,7.7,3124,2,0,633,8920,3.48210673056418,145.0743,-37.84115,3.83377090812515,4.33441814527486
14999,2,682000,7.7,3124,1,1,1106,8920,2.13876187643825,145.05698,-37.83473,3.83396366248682,5.1203507962723
15000,4,2500000,7.7,3124,2,3,947,8920,5.342600874906,145.09545,-37.84403,3.83403802396309,3.28498271825713
15001,3,682000,7.7,3124,1,2,2863,8920,2.75416165449531,145.06325,-37.83227,3.83437869311041,7.37678679724768
15002,2,600800,7.7,3124,1,1,1625,8920,5.08672121683635,145.09257,-37.84237,3.83413010337355,3.10568624428259
15003,2,1690000,3.5,3054,1,1,173,3106,8.01348299495063,144.97476,-37.78829,3.83649961403387,3.82263592234184
15004,3,550000,3.5,3054,1,1,5291.3,3106,7.98555041491331,144.971598,-37.791026,3.836174779855,3.26093924606348
15005,2,680000,10.1,3163,1,1,145,7822,5.68927521162986,145.06305,-37.88866,3.82866667757582,2.9595169044044
15006,1,316000,10.1,3163,1,1,1978,7822,5.37694812280535,145.06411,-37.88506,3.82905847318178,4.01146437654636
15007,4,1600000,10.1,3163,1,2,570.8,7822,4.82776574183172,145.072338,-37.846244,3.83286525689979,4.9886075674337
15008,3,1151000,10.1,3163,2,1,259,7822,5.71612604981907,145.0539,-37.89178,3.8281099489124,2.943732491113
15009,3,518000,14.8,3023,2,2,308,7719,29.0146279635861,144.7325,-37.73868,3.8351235390321,3.15960201623104
15010,3,625000,31.2,3197,2,1,379,1989,27.5487774951253,145.12965,-38.07912,3.81126585908498,3.21069930216942
15011,3,480000,34.9,3201,1,0,528,8060,31.3609940753276,145.18737,-38.09798,3.81089417339187,3.01282995352537
15012,5,1050000,11.7,3148,2,2,276,3582,6.82495221668052,145.09741,-37.87883,3.83056736440909,5.4693011807584
15013,3,750000,27,3196,1,2,463,3906,24.8406123699127,145.11836,-38.05635,3.81324956281935,4.27915684876133
15014,5,835500,27,3196,5,4,570,2076,22.8400429339153,145.13212,-38.03335,3.81591734622377,1.5333256458601
15015,4,1740000,17.9,3192,2,2,721,9758,13.7574751771786,145.06547,-37.9641,3.82112232345821,3.07762454460621
15016,2,560000,17.9,3192,1,2,182,9758,14.3173502224791,145.07681,-37.96718,3.82111102273069,3.12040393260724
15017,2,751000,17.9,3192,1,1,171,9758,13.6206377484014,145.06421,-37.96304,3.82119582625628,3.87761815638335
15018,3,1237500,17.9,3192,2,2,689.4,9758,2.94076829585379,145.043285,-37.816908,3.83532352666024,2.90237288020479
15019,5,976000,17.5,3169,3,2,537,2727,12.0186595803869,145.10028,-37.93759,3.82471000398286,4.6613129680781
15020,4,1662500,3.6,3068,2,0,191,2954,6.38049731488971,144.99863,-37.79274,3.83667947865119,6.70490720630886
15021,2,591000,3.6,3068,1,1,0,2954,6.57809494460276,145.00588,-37.78791,3.83736173818557,2.13069902762062
15022,2,650000,6.7,3058,1,1,149,11204,11.9187208727849,144.96737,-37.74945,3.84025118246756,0.992146775610863
15023,4,1400000,6.7,3058,2,2,426,11204,12.4195724113809,144.95759,-37.74892,3.84004601985964,4.13867718346861
15024,1,430000,6.7,3058,1,1,103,11204,11.1631933000405,144.97743,-37.75287,3.84016976722564,5.6762441948603
15025,4,1011000,6.7,3058,2,2,500,3445,15.0073851744858,144.95853,-37.72165,3.84284701225954,3.31729208482608
15026,3,770000,6.7,3058,1,1,520,3445,12.9862838788126,144.98228,-37.73323,3.84229709462985,4.16682137008436
15027,3,830000,6.7,3058,2,2,275,3445,13.5455868831047,144.97087,-37.73156,3.8421647554461,4.32429276625173
15028,3,455000,17.4,3048,1,1,562,1124,21.5702873028743,144.93506,-37.66508,3.84799554388309,7.61849687029628
15029,4,510000,20.6,3064,2,1,336,15510,30.0620903493312,144.89956,-37.59392,3.8543349562908,4.44521326785436
15030,4,620000,20.6,3064,2,2,545,15510,24.8222311468112,144.934418,-37.621761,3.85350110884998,4.57175870217672
15031,4,590000,20.6,3064,2,2,512,15510,29.8811526071788,144.93592,-37.58505,3.85621197790079,4.61878974241169
15032,3,470000,20.6,3064,2,1,434.4,15510,22.2736260672436,144.993663,-37.635432,3.85013249790514,5.58305218725442
15033,4,662000,20.6,3064,2,2,591.9,15510,22.2543281681761,145.00422,-37.635374,3.85012056811106,4.37929640456292
15034,3,390000,20.6,3064,1,1,301,15510,29.8963939244895,144.92619,-37.58739,3.85571304631686,3.83394584834229
15035,4,500000,34.7,3977,2,0,579,6464,33.0076224457794,145.27369,-38.07202,3.81575997280943,4.28882785409505
15036,2,1150000,23,3136,1,2,1800,11925,21.7455006167851,145.27461,-37.79578,3.84367275923397,5.10561963194458
15037,3,745000,23,3136,2,2,297,11925,22.6200482668682,145.28337,-37.79115,3.84437546885977,3.94357645805588
15038,3,1130000,23,3136,1,1,777.8,11925,14.2443951444913,145.03568,-37.728368,3.84467574425246,4.83616508906672
15039,3,928000,23,3136,1,1,981,11925,24.4551094173886,145.30267,-37.78444,3.84556896966053,3.50059400895363
15040,4,1020000,23,3136,2,2,560,1705,21.8476578642011,145.26912,-37.77791,3.84534560011393,6.51082165373343
15041,4,617000,24.7,3175,3,2,279,8322,21.2275624534275,145.21732,-37.96769,3.82476047397142,6.85725877315329
15042,3,632000,21.8,3089,1,2,629,4258,21.7093686215347,145.16642,-37.67723,3.8528952367252,2.1802419990357
15043,2,478000,12.4,3108,1,1,100,9028,8.65347523788653,145.108733,-37.791402,3.83978820440828,5.17468390387618
15044,3,1420000,12.4,3108,1,2,721,9028,9.35577005825869,145.12021,-37.79244,3.83992698010502,3.40888512044293
15045,3,1120000,14.3,3109,1,1,725,10999,11.8958190658243,145.15591,-37.79509,3.84060231104093,5.05588034161584
15046,6,1655000,14.3,3109,3,2,692,10999,12.742969174284,145.15141,-37.7746,3.84256643352941,3.69918534876628
15047,3,970000,14.3,3109,2,2,283,10999,12.7906356879844,145.15818,-37.78177,3.8420164010315,4.7185742929926
15048,4,1225000,14.3,3109,2,2,511,10999,14.0496317292143,145.17161,-37.77746,3.84281023658023,5.39045498452369
15049,3,1120000,14.3,3109,2,2,253,10999,14.9410628691587,145.17126,-37.7626,3.84431315640343,3.67702375601091
15050,3,1460000,14.3,3109,1,2,660,10999,12.9340837141958,145.15755,-37.77859,3.84232312534692,3.6653555401183
15051,4,500000,25.9,3754,2,2,550,7254,29.8340107996038,145.12172,-37.58279,3.86138761917356,4.07020356282136
15052,4,531000,25.9,3754,2,2,411,7254,27.3086283298808,145.10958,-37.6038,3.85890734447051,6.01740183416862
15053,3,508000,28.8,3177,1,2,680,3533,24.860856843529,145.24098,-37.99581,3.82255253934579,3.44455074947256
15054,3,450000,28.8,3177,1,0,585,3533,24.5558628453576,145.23587,-37.99608,3.82239088874431,4.77535535615021
15055,3,430000,28.8,3177,2,1,612.3,3533,24.0463434197408,145.240706,-37.983782,3.82330128678299,3.38832283961374
15056,4,3300000,8.9,3084,2,3,1783,1651,9.07073184323503,145.06555,-37.76457,3.84131343214023,3.37459121506311
15057,4,700000,27,3196,2,2,320,2546,22.2795455949174,145.11759,-38.03227,3.81564366260547,3.35904201115999
15058,2,910000,7.2,3185,1,1,499.5,4898,4.31831339812156,145.01833,-37.872773,3.82890400870436,3.31162336016678
15059,2,815000,7.2,3185,1,1,513.5,4898,4.13044554256468,145.020821,-37.866885,3.82920045543762,4.00513638482524
15060,2,834500,7.2,3185,1,2,538,4898,5.38710824365139,145.00083,-37.88295,3.82760133516529,4.05997870784399
15061,4,850000,18,3095,2,2,688,2346,17.7195653942564,145.1333,-37.70338,3.84934454152386,2.01250542030449
15062,4,920000,18,3095,3,2,1503,2346,17.7241657585106,145.14105,-37.70697,3.84918358595241,2.95504955837885
15063,5,850000,18,3095,2,1,813,2346,17.3465979819596,145.13232,-37.7068,3.84896941665694,3.04120235428443
15064,2,930000,7.2,3184,1,1,837,8989,5.44339972376837,144.98635,-37.87307,3.82821751709064,2.92045636991202
15065,2,720000,7.2,3184,1,2,797,8989,5.26130333033895,144.99059,-37.87449,3.82818593728919,3.01067745698511
15066,2,790000,7.2,3184,1,1,719.8,8989,5.27389800189638,144.987904,-37.87145,3.8283961524466,3.78614793580417
15067,3,1035000,7.2,3184,2,2,0,8989,5.83338178309103,144.98235,-37.87472,3.82794513068347,3.06701929184647
15068,3,1820000,7.2,3184,2,3,144,8989,6.62935721353562,144.9833,-37.88617,3.82681332000569,5.44539387698575
15069,2,710000,7.2,3184,1,1,0,8989,6.01223853055872,144.99177,-37.88465,3.82719043200874,4.45953815214774
15070,2,715000,7.2,3184,1,1,795,8989,5.90042330081659,144.99202,-37.88351,3.8273121999519,4.24157007076805
15071,2,655000,36.9,3782,1,0,1000,2259,37.4122849270237,145.4453,-37.93064,3.83450687887154,4.28135276687459
15072,3,630000,28.5,3802,2,2,581,8443,26.1040269618833,145.27178,-37.98418,3.82453379275267,4.17838891777865
15073,5,1015000,28.5,3802,2,2,836,8443,26.3005269944266,145.27019,-37.98873,3.82403386478042,3.53705597918706
15074,3,676000,28.5,3802,2,3,810,8443,25.579474315333,145.26001,-37.98841,3.82379810052592,7.58947023399536
15075,3,580000,28.5,3802,1,8,665,8443,23.6459185963972,145.25176,-37.96837,3.82559904467851,3.63079175813085
15076,4,658000,19.6,3076,2,2,571,10926,22.7468597435394,145.03539,-37.63762,3.85346868372655,6.65231276873232
15077,3,500000,19.6,3076,2,2,321,10926,23.4069170385569,145.03135,-37.63169,3.85396855682006,4.51770861842634
15078,3,460000,19.6,3076,1,2,394.5,10926,17.4825478023939,145.029342,-37.688155,3.84901137512331,3.40615901980386
15079,3,560000,19.6,3076,2,1,390,10926,23.8255516151077,145.00979,-37.62882,3.85368953902886,3.38620524784002
15080,2,503000,19.6,3076,2,2,214,10926,21.2131976054979,145.02815,-37.65151,3.85185481272863,2.15682595323645
15081,2,468000,7.5,3040,1,1,0,9264,14.65027774647,144.9107,-37.75465,3.83822125221661,4.0316499188027
15082,3,1002000,7.5,3040,2,2,292,9264,16.8421867609997,144.89279,-37.74093,3.83914201372356,2.52643643424315
15083,3,1315000,7.5,3040,3,1,226,9264,14.5567476085534,144.9119,-37.75485,3.83823270387778,2.2100104261515
15084,3,1000000,7.5,3040,1,2,462.2,9264,7.82519546666078,145.027926,-37.780022,3.83903880958626,7.12276354783168
15085,2,550000,7.5,3040,1,1,1032,9264,14.9134576070146,144.91228,-37.7498,3.8387562318211,5.94136147766007
15086,3,1875000,7.5,3040,1,2,828,9264,15.934241968004,144.90238,-37.74473,3.8390095782908,3.89326560833608
15087,3,1800000,5.7,3078,1,2,697,2970,7.39369125559671,145.02288,-37.77662,3.83895859396632,4.08353574979267
15088,3,661000,13.1,3060,1,2,619,5070,15.3786323148295,144.97248,-37.71313,3.8440850706372,3.97281971972021
15089,3,861000,24.8,3156,2,1,720,10788,20.1280119795049,145.25918,-37.87768,3.83495451674971,3.74671895592389
15090,3,760000,24.8,3156,1,3,984,10788,23.4310190674562,145.29185,-37.89766,3.83379475144376,4.97229742014408
15091,4,890000,24.8,3156,2,2,659,10788,22.2473700358796,145.27879,-37.89508,3.83371113083809,4.35497304449335
15092,2,370000,5.1,3011,1,1,0,7570,12.4128670387691,144.9021,-37.80474,3.83290825436175,2.96494910901431
15093,2,957000,5.1,3011,1,0,148,7570,13.5014754482084,144.89385,-37.79462,3.83371628025364,3.73147622715513
15094,2,266000,38,3199,1,1,0,17055,33.3002144269789,145.13099,-38.13275,3.80594082514374,5.13925842066409
15095,4,680000,38,3199,2,3,767,17055,36.6482145264008,145.14285,-38.16147,3.80338729089839,2.905278898525
15096,3,655000,38,3199,2,1,680,17055,34.2041806635975,145.13583,-38.14016,3.80532829437527,3.44954030961068
15097,3,570000,36.9,3200,1,4,632,2500,32.7461717402602,145.16209,-38.11984,3.80804562663432,1.72563161512077
15098,4,945000,38,3199,2,2,694,7566,36.2818377690884,145.1208,-38.16227,3.80272976424096,3.30217020336232
15099,2,450000,10.1,3163,1,1,0,2403,5.21875653002866,145.04038,-37.88937,3.82799661224243,2.52627673686477
15100,4,1908000,7.3,3146,1,1,702,10412,2.69125108753227,145.06421,-37.84914,3.83269500971488,2.9553516003962
15101,2,955000,7.3,3146,1,1,197,10412,1.79111655721099,145.0485,-37.85448,3.8317393344196,4.46313539128815
15102,4,1200000,16.7,3150,2,2,660,15321,14.2378354545075,145.18548,-37.88927,3.83183629560559,2.84850781492679
15103,3,1130000,16.7,3150,1,1,836,15321,11.7396915402686,145.1474,-37.89928,3.82981945831161,2.68293929997021
15104,3,820000,11.2,3046,1,4,650,8870,17.7821701448099,144.92586,-37.70768,3.84340431445265,3.51248432331985
15105,3,760000,11.2,3046,1,4,625,8870,19.3498027071528,144.90996,-37.69912,3.84385524118335,5.51202294109018
15106,3,680000,11.2,3046,1,1,422,8870,17.8392718098404,144.93164,-37.70425,3.843907251835,4.37945260237054
15107,3,629500,11.2,3046,1,1,610,8870,19.0320559370116,144.91733,-37.69865,3.8440986613579,3.76600550376399
15108,3,900000,12.9,3043,2,2,453,1071,19.5731886803273,144.89412,-37.70606,3.84272766764812,3.7412758524067
15109,4,770000,16.1,3088,2,2,789,8524,17.9308939999392,145.12163,-37.69646,3.849741593773,2.59748396035305
15110,4,887500,16.1,3088,2,2,737,8524,18.777098641735,145.11018,-37.68433,3.85067692592651,3.89259950883056
15111,4,900000,16.1,3088,3,1,807,8524,17.7287653867978,145.12743,-37.70077,3.84945532942696,2.64674139753543
15112,3,633000,20.4,3059,2,2,589.2,4864,18.6005597101922,145.025741,-37.682493,3.84809118654307,2.54787808777551
15113,3,860000,11.2,3046,2,2,591,2606,16.4147225584487,144.94781,-37.71177,3.84356952749765,4.39922805106687
15114,2,580000,5.3,3122,1,1,0,11308,1.38321354808854,145.04306,-37.83197,3.83387542335226,3.05024183473152
15115,2,840000,5.3,3122,1,1,974,11308,3.42484967716499,145.01744,-37.81494,3.83492450338411,3.04381942174078
15116,3,1460000,5.3,3122,1,1,259,11308,3.15089961448126,145.02125,-37.81628,3.83488936510942,10.2629935461314
15117,2,400000,6.2,3123,1,1,0,6482,2.4435944641075,145.05092,-37.82465,3.83482517353102,10.3994854391546
15118,3,901000,21.3,3135,2,2,678,3794,18.2936470459108,145.24246,-37.83637,3.83869964269828,2.79683352698507
15119,3,835000,8.9,3084,2,2,161,2890,10.8473181676291,145.07024,-37.74897,3.84302512095032,6.36319804260221
15120,4,1535000,16,3190,3,2,661.5,4794,12.0104908943303,145.02551,-37.95052,3.8214367023166,4.73887452157188
15121,3,1257000,16,3190,1,2,572,4794,12.2304729769923,145.04207,-37.9526,3.82166360143969,2.72345556135842
15122,3,1200000,16,3190,1,2,269,4794,11.7152740748296,145.02379,-37.94775,3.82167032300993,6.13583434344123
15123,3,1030000,16,3190,2,2,240,4794,11.5289529900968,145.02432,-37.9461,3.82185046684639,5.42032829825069
15124,3,1260000,16,3190,1,0,642,4794,11.6527747034313,145.04935,-37.94691,3.82242849286016,3.73378379828198
15125,4,1200000,16,3190,2,2,304,4794,11.5899625354788,145.04947,-37.94633,3.82249008006835,6.25784753793765
15126,2,1150000,16,3190,1,2,591,4794,12.931226784339,144.8909,-37.8191,3.83115674355022,4.50715427510334
15127,2,1150000,16,3190,1,2,591,4794,11.6811998112147,145.02717,-37.94763,3.8217714782188,2.35978438292806
15128,3,485000,18,3037,2,2,345,5556,29.633886101426,144.74705,-37.70428,3.83900846269973,3.9447211646543
15129,4,618350,18,3037,2,2,542,5556,31.1214028416707,144.74608,-37.68104,3.84135045104912,2.38938734835415
15130,3,540000,18.4,3029,2,2,580,13830,32.4960538877603,144.66771,-37.87447,3.81966295501957,3.97556960872967
15131,3,990000,12.3,3166,1,2,628,768,9.85491715533374,145.10903,-37.90904,3.82782127956815,6.21141303937127
15132,4,2250000,7.8,3079,2,2,1011,5549,9.02652437892129,145.05138,-37.76231,3.84116808532105,2.83204007984547
15133,4,2530000,7.8,3079,2,0,637,5549,7.32378366726134,145.04005,-37.77671,3.83940396080019,4.07148448105373
15134,3,620500,14,3047,1,4,764,851,20.0595777469818,144.91459,-37.68907,3.84500307383546,3.2331108232626
15135,4,1475000,11.7,3033,2,2,988,5629,17.2783971965409,144.87552,-37.75166,3.83759336675526,3.23163920982976
15136,3,750000,10.4,3042,2,2,761,1119,20.5557359004834,144.85739,-37.72224,3.84010573073073,4.75966580754043
15137,5,765000,10.4,3042,3,4,650,1119,20.2885120472801,144.86073,-37.72285,3.84013217453082,4.86310965830001
15138,2,445000,3.4,3031,1,1,1775,5263,10.7037318737055,144.92685,-37.79818,3.83422826178403,20.1722855936176
15139,2,501000,3.4,3031,1,1,3957,5263,10.7987101424212,144.92614,-37.79741,3.83428758742993,21.1901511347133
15140,3,1060000,3.4,3031,1,0,190,5263,10.7661554205576,144.92779,-37.7956,3.83451486416408,4.72874537923255
15141,3,1405000,5.4,3101,2,2,325,10331,3.24502397633579,145.05056,-37.81614,3.83567862822594,3.13095539623464
15142,4,3015000,5.4,3101,2,2,813,10331,4.51123851911168,145.01725,-37.80437,3.83599171206927,3.94245894521122
15143,3,1500000,7.3,3102,2,2,446,2671,5.40327806564278,145.05223,-37.79589,3.83777786420693,3.8713395765334
15144,3,745000,25.2,3173,1,4,540,8459,19.5402834936809,145.15925,-37.9884,3.82114671847195,2.9376430135072
15145,3,725000,25.2,3173,2,4,553,8459,20.1928389723844,145.16143,-37.99432,3.82060871203906,5.68751980649431
15146,5,1070000,23.3,3180,2,2,726,2949,19.3943175655953,145.24917,-37.88309,3.83414262141763,4.64307205662332
15147,3,375000,31.7,3337,2,1,637,3553,43.4110237605374,144.59785,-37.66195,3.83936174308553,5.57325556528008
15148,2,444000,16.3,3075,1,1,277,8279,19.8111995687717,145.0008,-37.66612,3.84963463186545,2.78402940046634
15149,3,544000,16.3,3075,1,2,534,8279,19.1268638106221,145.03644,-37.67024,3.8501597016637,4.68939424945801
15150,3,580500,16.3,3075,1,1,532,8279,13.21465858532,144.9055,-37.7821,3.83529502065793,4.05706206352896
15151,3,580500,16.3,3075,1,1,532,8279,20.1666955201173,145.02568,-37.66101,3.85081759623547,2.68622394091842
15152,4,710000,16.3,3075,1,1,627,8279,19.5259529556308,145.00926,-37.66781,3.84968650951568,4.06276778043642
15153,3,700000,16.3,3075,1,2,625,8279,18.6845685046446,145.02961,-37.67427,3.84956656094465,4.03938746435775
15154,3,565500,41,3910,2,2,361,8743,36.3317287809521,145.21616,-38.13673,3.80777691217889,3.33454820431058
15155,4,1129000,14.6,3093,2,2,792,1624,15.0011210254679,145.12115,-37.72608,3.84670631032962,3.52059994193265
15156,3,1210000,12.7,3085,1,2,690.3,4168,10.4526024910879,145.001161,-37.760447,3.84038233673917,3.2106746501459
15157,4,821000,6.4,3012,3,2,294,3873,16.2079339236507,144.86768,-37.78133,3.83437216212346,7.60333772430893
15158,3,600000,4.3,3032,2,2,4298.1,4918,6.84377965882885,145.007144,-37.804033,3.83599487572719,4.30631734801801
15159,3,360000,17.4,3048,1,1,154,4704,23.6982035018488,144.91883,-37.64992,3.84911388921942,3.03123789909672
15160,3,510000,17.4,3048,1,1,670,4704,23.5278014092801,144.91868,-37.65168,3.84892998134479,3.04839156265977
15161,2,422000,0,3000,1,0,0,17496,6.62214325477517,144.969178,-37.81321,3.83384005426886,4.47787030806471
15162,2,565000,0,3000,1,0,89,17496,7.49117108899613,144.96168,-37.80802,3.83415159005946,3.89086844651442
15163,3,750000,0,3000,2,1,34.7,17496,6.92354697045261,144.966727,-37.812819,3.83382901781599,3.91260441318148
15164,2,540000,0,3000,1,0,0,17496,6.62214325477517,144.96908,-37.81351,3.83379062139431,3.98640360998654
15165,3,300000,29.8,3338,1,1,585,4718,43.241333488691,144.57235,-37.71195,3.8335951866716,4.06882983829143
15166,3,385000,29.8,3338,1,2,670,4718,43.2427816972859,144.57688,-37.70228,3.83469859117274,7.22045967721144
15167,4,427500,31.7,3337,1,2,865,6065,46.0057972463922,144.55784,-37.67396,3.83707579452757,3.54490302901454
15168,2,641000,20,3194,1,1,0,6162,15.4436649920249,145.07303,-37.97836,3.81988664070803,3.4753920367596
15169,3,668000,17.9,3082,2,1,555,10529,18.4968884938977,145.05085,-37.6764,3.84991267743203,3.67362873578354
15170,3,650000,17.9,3082,2,1,661,10529,19.5446838024044,145.07209,-37.66898,3.85123488875993,2.42780510349202
15171,2,490000,17.9,3082,1,2,374,10529,18.7376377005028,145.05491,-37.6745,3.85021460138821,3.10502766607018
15172,4,800000,17.9,3082,2,2,674,10529,20.8364791027815,145.06518,-37.65639,3.85233900541183,3.06905699911681
15173,5,955000,17.9,3082,2,5,698,10529,19.8649390865585,145.07751,-37.66683,3.85159860811223,2.52961229734256
15174,3,635000,17.9,3082,1,2,528,10529,19.5661157498056,145.05819,-37.66726,3.85104172695333,3.81163038109206
15175,3,943000,10.2,3127,1,1,248,2079,7.25721155754396,145.11358,-37.82335,3.83661362623882,3.32135402020953
15176,4,1400000,6.2,3039,2,1,375,6232,12.6451697984019,144.93249,-37.76261,3.83798921737666,3.41666078396295
15177,3,1245000,6.2,3039,1,0,234,6232,13.4349862617827,144.91958,-37.76321,3.83758637043832,2.50661956931511
15178,3,920000,14.3,3189,2,2,230,2555,10.59721888785,145.04048,-37.93793,3.82309946799944,2.51494312512463
15179,4,1320000,14.3,3189,2,2,486.2,2555,5.04807790830162,145.047919,-37.811942,3.83632689325228,5.24849517073205
15180,3,696000,26.5,3138,1,2,886,8280,25.5835593200298,145.31266,-37.7753,3.84676389069048,6.18004412844774
15181,2,600000,21.5,3195,1,1,0,3650,19.0374015566909,145.0935,-38.00765,3.81748148070191,4.19307237742563
15182,2,440000,21.5,3195,1,1,414.6,3650,7.60818593900058,145.023839,-37.849539,3.83171981889629,2.50654369310662
15183,3,630000,21.5,3195,2,2,366.6,3650,6.77128792760952,144.978559,-37.82969,3.83213487551146,2.9122591356937
15184,3,1635000,14.2,3149,1,2,720,13366,9.51238728299866,145.13357,-37.87735,3.83167169825767,3.51741533595075
15185,3,1406000,14.2,3149,2,2,660,13366,9.42205887049778,145.139,-37.86198,3.833370573858,2.43891315392986
15186,4,1640000,14.2,3149,2,2,811,13366,7.75348935098926,145.12053,-37.85858,3.83322697259115,2.45111136149199
15187,3,9000000,18.8,3170,1,1,744,7113,14.887356806783,145.16126,-37.93168,3.82691354561675,2.44212897622714
15188,3,1001000,18.8,3170,1,2,727,7113,13.6054612034101,145.16152,-37.9128,3.82882614842481,3.05786751650242
15189,4,1030000,18.8,3170,2,2,492,7113,16.4292188629916,145.19156,-37.92299,3.82858946512392,2.43720647513999
15190,2,540000,10.1,3163,1,1,80,4442,6.65245461331942,145.06992,-37.89563,3.82814377277802,3.64870058665093
